filename,threshold,co_detect,ref_spots,targ_spots
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p3s3r_AL_objs.csv,20000,98.5953177258,1495,250
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p3s4r_AL_objs.csv,20000,99.7593261131,831,493
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p2s4r_AL_objs.csv,20000,97.4226804124,194,495
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p4s5r_AL_objs.csv,20000,95.7746478873,497,542
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p1s4r_AL_objs.csv,20000,100.0,1709,1466
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p2s3l_0001_AL_objs.csv,20000,6.66666666667,15,2
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p5s4l_AL_objs.csv,20000,95.8412098299,1058,411
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p5s3l_AL_objs.csv,20000,97.8417266187,834,346
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p2s3l_AL_objs.csv,20000,6.66666666667,15,2
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p2s4l_AL_objs.csv,20000,95.6223175966,1165,439
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p5s5l_AL_objs.csv,20000,80.9121621622,592,309
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p3s3l_AL_objs.csv,20000,99.9101527403,1113,216
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p4s4l_AL_objs.csv,20000,52.2093023256,860,236
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p1s3l_AL_objs.csv,20000,97.1867007673,2737,1338
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p1s2l_AL_objs.csv,20000,30.2339181287,1710,45
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p4s4r_AL_objs.csv,200000,100.0,852,41
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p4s3r_AL_objs.csv,200000,100.0,432,387
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p3s3r_AL_objs.csv,200000,100.0,1495,250
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p3s4r_AL_objs.csv,200000,100.0,831,493
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p2s4r_AL_objs.csv,200000,100.0,194,495
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p4s5r_AL_objs.csv,200000,100.0,497,542
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p1s4r_AL_objs.csv,200000,100.0,1709,1466
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p2s3l_0001_AL_objs.csv,200000,100.0,15,2
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p5s4l_AL_objs.csv,200000,100.0,1058,411
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p5s3l_AL_objs.csv,200000,100.0,834,346
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p2s3l_AL_objs.csv,200000,100.0,15,2
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p2s4l_AL_objs.csv,200000,100.0,1165,439
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p5s5l_AL_objs.csv,200000,100.0,592,309
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p3s3l_AL_objs.csv,200000,100.0,1113,216
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p4s4l_AL_objs.csv,200000,100.0,860,236
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p1s3l_AL_objs.csv,200000,100.0,2737,1338
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p1s2l_AL_objs.csv,200000,100.0,1710,45
